Site,TreeID,TagNumber,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
1,1_6,18,23,11:47:12,7115.000018,0,7.270522716,0.021628939,-143.6992143,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.05972576,0.875029863,0.00629129,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.249833505,1.122661245,21.13412857,1.055,5.925467288,1,11.85093458,18.44441986,21.13412857,16.99438858,399.9168701,397.3252869,13.99751949,14.08413601,65.04338837,65.44587708,300.0145264,1502.347534,1167.22522,98.97080231,4.871593475,0.432213485,0.024835607,0.028950373,0.03485062,0.030424878,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,2.843739586,0.000249834,294.2841286,291.5944199,240.3756001,0.605929417,2.516579486,25.42749404,11.34335803,19.78927422,2.316165944,0.021589536,1.393918241,0.922247703,0.013496995,-14.22202653,-0.361666421,54.5732253,396.4970648,0.010007032,0,1314.598957,0,#DIV/0!,#DIV/0!
1,1_6,18,24,11:47:13,7115.500018,0,6.977098307,0.022572015,-100.7873716,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09175777,0.875045879,0.006067656,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.260555803,1.122014752,21.13089943,1.055,5.925467288,1,11.85093458,18.44367218,21.13089943,16.99538803,399.8181458,397.3283997,13.99531269,14.08564091,65.03611755,65.45587158,300.032959,1502.426392,1150.740234,98.97071075,4.871593475,0.432213485,0.024835607,0.028950373,0.03485062,0.030424878,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,2.843914303,0.000260556,294.2808994,291.5936722,240.3882173,0.604620412,2.516080644,25.42247726,11.33683635,19.7872858,2.315880301,0.022529104,1.394065892,0.921814409,0.014084539,-9.974997807,-0.253662642,54.59407155,396.533603,0.00960595,0,1314.692022,0,#DIV/0!,#DIV/0!
1,1_6,18,25,11:47:13,7116.000018,0,6.658788326,0.022760745,-74.49825701,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.09175777,0.875045879,0.005826343,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.26249303,1.120996238,21.12465286,1.055,5.925467288,1,11.85093458,18.44288254,21.12465286,16.99609184,399.7224731,397.3443604,13.99531841,14.08631897,65.03874207,65.4616394,300.0302734,1502.21875,1097.593994,98.96976471,4.871593475,0.432213485,0.024835607,0.028950373,0.03485062,0.030424878,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,2.843888848,0.000262493,294.2746529,291.5928825,240.3549946,0.604444673,2.515115912,25.41297253,11.32665356,19.7837677,2.315374987,0.022717114,1.394119674,0.921255313,0.01420211,-7.373074967,-0.18749041,54.61881394,396.585824,0.009170654,0,1314.510326,0,#DIV/0!,#DIV/0!
1,1_9,21,26,12:21:25,9168.500017,0,5.642054612,0.008852434,-621.1408736,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.06580734,0.875032904,0.005068403,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.118014546,1.293239407,22.21791458,1.445,5.396962607,1,10.79392521,19.27939987,22.21791458,17.25077057,399.6765137,396.9344177,14.04648209,14.10256386,61.95343781,62.20079041,299.7874146,1497.638184,1964.033569,98.97053528,5.309142113,0.412568659,0.097210869,0.002905203,0.067105845,0.004530468,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.074653388,0.000118015,295.3679146,292.4293999,239.622104,0.669628776,2.688977701,27.16947719,13.06691333,20.74865723,2.457639666,0.00884518,1.395738294,1.061901372,0.005528889,-61.47464474,-1.564845087,50.9327668,396.228764,0.007252514,0,1310.482688,0,#DIV/0!,#DIV/0!
1,1_9,21,27,12:21:26,9169.500017,0,5.708760854,0.009328389,-581.0001432,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.06580734,0.875032904,0.005119027,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.124597584,1.295756814,22.23504829,1.445,5.396962607,1,10.79392521,19.27406883,22.23504829,17.24524498,399.6932068,396.9194031,14.0462389,14.10541248,61.97324753,62.23432922,299.9715576,1497.719482,1964.366211,98.97103882,5.309142113,0.412568659,0.097210869,0.002905203,0.067105845,0.004530468,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.075927734,0.000124598,295.3850483,292.4240688,239.6351118,0.667886393,2.69178414,27.19769513,13.09228264,20.75455856,2.458532805,0.009320334,1.396027326,1.062505478,0.005825932,-57.50218772,-1.463773599,50.88989459,396.2054064,0.007332516,0,1310.553828,0,#DIV/0!,#DIV/0!
1,1_9,21,28,12:21:27,9170.500017,0,5.632129076,0.009417378,-558.9194897,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.06580734,0.875032904,0.005060314,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.125653516,1.294410588,22.22792816,1.445,5.396962607,1,10.79392521,19.26907921,22.22792816,17.23952103,399.6932373,396.9564819,14.04752541,14.10719299,61.99834061,62.2616806,300.008606,1497.790771,1964.078369,98.97128296,5.309142113,0.412568659,0.097210869,0.002905203,0.067105845,0.004530468,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.076184124,0.000125654,295.3779282,292.4190792,239.6465181,0.667855559,2.690617577,27.18584115,13.07864816,20.74850368,2.457616432,0.009409169,1.396206989,1.061409442,0.005881468,-55.31697897,-1.408011999,50.92030382,396.2520696,0.007237558,0,1310.616208,0,#DIV/0!,#DIV/0!
1,1_9,21,29,12:21:28,9171.500017,0,5.517319494,0.009174859,-564.1037358,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.06580734,0.875032904,0.004972739,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.122230862,1.29242719,22.21652794,1.445,5.396962607,1,10.79392521,19.26408386,22.21652794,17.23379135,399.65802,396.9772034,14.05023193,14.10827446,62.02999878,62.28625107,300.0071716,1497.783203,1963.260376,98.97195435,5.309142113,0.412568659,0.097210869,0.002905203,0.067105845,0.004530468,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.076174198,0.000122231,295.3665279,292.4140839,239.6453071,0.668595001,2.688750686,27.1667939,13.05851944,20.7403059,2.456376219,0.009167067,1.396323496,1.060052723,0.005730116,-55.83044919,-1.420997808,50.96083103,396.2871503,0.007095037,0,1310.609585,0,#DIV/0!,#DIV/0!
1,1_9,21,30,12:21:29,9172.500017,0,5.354914466,0.008781903,-577.3650771,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.06580734,0.875032904,0.004848444,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.11686102,1.290911517,22.20750618,1.445,5.396962607,1,10.79392521,19.25874329,22.20750618,17.22810364,399.6220093,397.0205383,14.05307007,14.10856056,62.06364059,62.30871201,300.0184937,1497.900513,1962.372803,98.97271729,5.309142113,0.412568659,0.097210869,0.002905203,0.067105845,0.004530468,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.076252551,0.000116861,295.3575062,292.4087433,239.6640767,0.669584504,2.687274093,27.15166529,13.04310473,20.73312473,2.455290256,0.008774764,1.396362576,1.05892768,0.005484868,-57.14339054,-1.45424486,50.99001532,396.3507973,0.006889028,0,1310.712235,0,#DIV/0!,#DIV/0!
1,1_10,22,31,12:32:55,9858.500017,0,1.60509883,0.009201809,114.6877439,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.964836121,0.874982418,0.001987688,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.121156318,1.277190091,22.17696762,0.794,6.279158883,1,12.55831777,18.92352676,22.17696762,17.02639008,399.8113098,399.3737183,14.16479874,14.19640732,63.88006973,64.02262115,300.0212097,1497.878418,2155.400391,98.97511292,4.953006744,0.466730207,0.017239457,0.007883435,0.036765017,0.008815875,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,3.778604656,0.000121156,295.3269676,292.0735268,239.6605415,0.568609442,2.682281108,27.10056123,12.90415391,20.55024719,2.427776186,0.009195072,1.405091017,1.022685168,0.005747525,11.3512324,0.287168981,51.4158569,399.2011726,0.002067317,0,1310.61728,0,#DIV/0!,#DIV/0!
1,1_10,22,32,12:32:56,9859.500017,0,1.536202492,0.009740995,141.209459,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.964836121,0.874982418,0.001935213,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.128287242,1.277551993,22.18073845,0.794,6.279158883,1,12.55831777,18.92554855,22.18073845,17.02835274,399.824585,399.40448,14.16553783,14.19900608,63.87520218,64.02612305,300.026947,1497.807129,2155.259766,98.97489929,4.953006744,0.466730207,0.017239457,0.007883435,0.036765017,0.008815875,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,3.778676915,0.000128287,295.3307384,292.0755486,239.6491353,0.567619032,2.68289719,27.10684436,12.90783827,20.5531435,2.428209824,0.009733445,1.405345197,1.022864627,0.006084081,13.97619198,0.353550013,51.41511398,399.2393406,0.001978363,0,1310.554903,0,#DIV/0!,#DIV/0!
1,1_10,22,33,12:32:57,9861.000017,0,1.36394472,0.009423088,161.804602,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.964836121,0.874982418,0.00180371,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.124107151,1.277581662,22.18204689,0.794,6.279158883,1,12.55831777,18.92798805,22.18204689,17.0304203,399.8370056,399.4629211,14.16853428,14.20091248,63.87877274,64.02475739,300.0219727,1497.860596,2154.894287,98.97457886,4.953006744,0.466730207,0.017239457,0.007883435,0.036765017,0.008815875,1,-1.355140209,7.355140209,1,0,0.159999996,111115,3.778614265,0.000124107,295.3320469,292.0779881,239.65769,0.568203898,2.683110994,27.1090923,12.90817983,20.55501747,2.428490433,0.009416023,1.405529332,1.022961101,0.005885649,16.01454234,0.405055372,51.41652531,399.3162992,0.001756234,0,1310.601686,0,#DIV/0!,#DIV/0!
1,1_10,22,34,12:32:58,9862.000017,0,1.59600529,0.008816706,104.3175541,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.964836121,0.874982418,0.001980717,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.116158893,1.277948097,22.18377495,0.794,6.279158883,1,12.55831777,18.92956352,22.18377495,17.03191566,399.8719788,399.4373169,14.16965008,14.19995499,63.8780098,64.01462555,300.019043,1497.903076,2154.345947,98.97533417,4.953006744,0.466730207,0.017239457,0.007883435,0.036765017,0.008815875,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,3.778577367,0.000116159,295.3337749,292.0795635,239.6644868,0.569219105,2.683393387,27.11173859,12.9117836,20.55666924,2.428737792,0.00881052,1.40544529,1.023292502,0.005507131,10.32486477,0.261161263,51.40531836,399.2657488,0.002054851,0,1310.638856,0,#DIV/0!,#DIV/0!
1,1_10,22,35,12:32:59,9863.000017,0,1.836628637,0.008683715,56.01014452,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,9.964836121,0.874982418,0.002164317,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.114378665,1.277626164,22.18211555,0.794,6.279158883,1,12.55831777,18.93090248,22.18211555,17.03296471,399.9146729,399.4165344,14.17058563,14.20042515,63.87707901,64.01158905,300.0284119,1497.898071,2154.147461,98.97563171,4.953006744,0.466730207,0.017239457,0.007883435,0.036765017,0.008815875,1,-1.355140209,7.355140209,1,0,0.159999996,111115,3.778695364,0.000114379,295.3321156,292.0809025,239.663686,0.569535476,2.683122214,27.10891729,12.90849214,20.55650902,2.428713797,0.008677715,1.40549605,1.023217748,0.00542411,5.543639436,0.14022991,51.41219412,399.2190996,0.002365245,0,1310.634476,0,#DIV/0!,#DIV/0!
1,1_11,23,36,12:47:30,10732.50001,0,2.359363187,0.002086591,-1401.284167,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.00297546,0.875001488,0.002556623,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.023531136,1.093622853,21.39597702,1.325,5.559579432,1,11.11915886,18.77532005,21.39597702,16.99974823,400.1714478,399.1253052,14.77938175,14.7896204,67.26676941,67.31336975,300.01651,1501.693848,2216.210205,98.96783447,4.741940975,0.415902942,0.03388546,0.014933168,0.027394915,0.011203822,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.264275547,2.35311E-05,294.545977,291.9253201,240.2710103,0.678246434,2.557319556,25.83990617,11.05028577,20.08564854,2.359088086,0.0020862,1.463696704,0.895391382,0.00130391,-138.6820595,-3.510887806,56.35700739,398.83885,0.003333844,0,1313.984351,0,#DIV/0!,#DIV/0!
1,1_11,23,37,12:47:30,10733.50001,0,2.402352686,0.002444135,-1166.914745,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.00297546,0.875001488,0.002589081,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.027556241,1.093377596,21.39569855,1.325,5.559579432,1,11.11915886,18.7749176,21.39569855,17.00016403,400.1685181,399.1026306,14.77967739,14.79166794,67.26976013,67.32434082,300.002533,1501.844482,2215.9646,98.96776581,4.741940975,0.415902942,0.03388546,0.014933168,0.027394915,0.011203822,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.26417006,2.75562E-05,294.5456985,291.9249176,240.2951118,0.677748807,2.557275925,25.83948323,11.04781529,20.08530807,2.359038382,0.002443598,1.463898328,0.895140053,0.001527297,-115.4869452,-2.923846288,56.36741692,398.810956,0.003395454,0,1314.116156,0,#DIV/0!,#DIV/0!
1,1_11,23,38,12:47:31,10734.50001,0,2.307322859,0.003110425,-784.5716646,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.00297546,0.875001488,0.002516932,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.035108144,1.094670231,21.40608406,1.325,5.559579432,1,11.11915886,18.77448654,21.40608406,17.0005722,400.1411743,399.1159668,14.77983761,14.79511356,67.27202606,67.34155273,300.0142822,1501.745239,2215.742188,98.96736145,4.741940975,0.415902942,0.03388546,0.014933168,0.027394915,0.011203822,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.264258734,3.51081E-05,294.5560841,291.9244865,240.2792329,0.676240487,2.558903583,25.85603521,11.06092165,20.0902853,2.359765101,0.003109556,1.464233352,0.895531749,0.00194355,-77.64698751,-1.965773684,56.34578894,398.83583,0.003259685,0,1314.029319,0,#DIV/0!,#DIV/0!
1,1_11,23,39,12:47:32,10735.50001,0,2.2656499,0.00331578,-691.7573276,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.00297546,0.875001488,0.00248526,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.037523489,1.097519752,21.42494011,1.325,5.559579432,1,11.11915886,18.77353096,21.42494011,17.00067711,400.1482544,399.1410828,14.77993011,14.79625607,67.27622986,67.35054016,300.0313721,1501.720093,2215.650635,98.96701813,4.741940975,0.415902942,0.03388546,0.014933168,0.027394915,0.011203822,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.264387714,3.75235E-05,294.5749401,291.923531,240.2752095,0.675178858,2.561861094,25.88600872,11.08975265,20.09923553,2.361072408,0.003314792,1.464341342,0.896731066,0.002071834,-68.46115998,-1.733114824,56.28279346,398.8660055,0.003196991,0,1314.007315,0,#DIV/0!,#DIV/0!
1,1_11,23,40,12:47:33,10736.50001,0,2.191565809,0.003704311,-546.3594534,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.00297546,0.875001488,0.002428849,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.041941797,1.098110742,21.43003845,1.325,5.559579432,1,11.11915886,18.77301788,21.43003845,17.00106049,400.1533813,399.1781311,14.78015995,14.79840851,67.27926636,67.36233521,300.0263977,1501.739014,2214.82666,98.96675873,4.741940975,0.415902942,0.03388546,0.014933168,0.027394915,0.011203822,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.264350171,4.19418E-05,294.5800385,291.9230179,240.2782368,0.674361895,2.562661267,25.89416183,11.09575333,20.10152817,2.361407381,0.003703078,1.464550524,0.896856857,0.002314534,-54.07142421,-1.368710886,56.27420786,398.9120486,0.003091625,0,1314.023871,0,#DIV/0!,#DIV/0!
1,1_8,20,41,13:00:05,11487.50002,0,1.69777731,0.025927948,286.995264,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.06580734,0.875032904,0.002056815,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.322127394,1.207718868,21.63708115,1.74,4.997196245,1,9.99439249,18.66465759,21.63708115,16.99946976,399.8876648,398.8285828,13.83943748,14.02362633,63.41402054,64.25799561,300.0406494,1498.94751,2230.49707,98.9489212,4.867560387,0.419779539,0.053389929,0.004871228,0.082144909,0.004300371,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.724371548,0.000322127,294.7870811,291.8146576,239.8315962,0.689279204,2.595341565,26.2291042,12.20547787,20.15086937,2.36862665,0.025860859,1.387622696,0.981003953,0.016169051,28.39787177,0.719595527,52.63298166,398.5992542,0.002241828,0,1311.628392,0,#DIV/0!,#DIV/0!
1,1_8,20,42,13:00:06,11488.50002,0,1.59928918,0.026116225,293.7430833,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.06580734,0.875032904,0.001981752,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.324433636,1.207631039,21.63611031,1.74,4.997196245,1,9.99439249,18.66365242,21.63611031,17.00063515,399.8429871,398.8405151,13.83733463,14.02283669,63.40891647,64.25897217,300.0497437,1498.928345,2230.938721,98.94976807,4.867560387,0.419779539,0.053389929,0.004871228,0.082144909,0.004300371,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.724423814,0.000324434,294.7861103,291.8136524,239.8285298,0.688905718,2.595187477,26.22732248,12.2044858,20.14988136,2.368481902,0.026048159,1.387556438,0.980925464,0.016286201,29.06580997,0.736492588,52.63456628,398.62449,0.002111709,0,1311.611622,0,#DIV/0!,#DIV/0!
1,1_8,20,43,13:00:06,11489.50002,0,1.579735361,0.026026903,294.5792936,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.06580734,0.875032904,0.00196693,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.323172042,1.207079164,21.63074112,1.74,4.997196245,1,9.99439249,18.66212845,21.63074112,17.00135422,399.8038635,398.8129883,13.83479404,14.01958275,63.40431595,64.25119019,300.0377502,1498.862793,2230.791992,98.95132446,4.867560387,0.419779539,0.053389929,0.004871228,0.082144909,0.004300371,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.724354886,0.000323172,294.7807411,291.8121284,239.8180415,0.689221329,2.594335445,26.21829934,12.19871659,20.14643478,2.367977022,0.025959302,1.387256281,0.98072074,0.016230624,29.14901126,0.73864017,52.64053769,398.5996044,0.002086257,0,1311.554262,0,#DIV/0!,#DIV/0!
1,1_8,20,44,13:00:07,11490.50002,0,1.482694895,0.02642505,301.8518324,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.06580734,0.875032904,0.001892952,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.328101399,1.207086616,21.63009071,1.74,4.997196245,1,9.99439249,18.66087341,21.63009071,17.00192451,399.741394,398.805603,13.8307209,14.01833916,63.39119339,64.25111389,300.0205994,1498.853882,2230.331299,98.95220947,4.867560387,0.419779539,0.053389929,0.004871228,0.082144909,0.004300371,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.724256318,0.000328101,294.7800907,291.8108734,239.8166157,0.688418968,2.594232249,26.21702196,12.19868281,20.14548206,2.367837477,0.026355367,1.387145633,0.980691844,0.016478351,29.86890575,0.756889648,52.64030405,398.6053269,0.001958065,0,1311.546464,0,#DIV/0!,#DIV/0!
1,1_8,20,45,13:00:08,11491.00002,0,1.422420932,0.026531379,305.8277705,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,-1,0.87,0.92,10.06580734,0.875032904,0.001846913,#DIV/0!,#DIV/0!,#DIV/0!,0,0.5,#DIV/0!,0.329512627,1.207436207,21.63218117,1.74,4.997196245,1,9.99439249,18.6602211,21.63218117,17.00219154,399.7214966,398.820343,13.82967567,14.01809883,63.38925552,64.2529068,300.0239868,1498.920776,2230.216309,98.95262909,4.867560387,0.419779539,0.053389929,0.004871228,0.082144909,0.004300371,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.724275786,0.000329513,294.7821812,291.8102211,239.8273189,0.688127457,2.594563941,26.22026282,12.20216398,20.14620113,2.367942798,0.026461135,1.387127734,0.980815064,0.016544506,30.26246193,0.76683092,52.63307432,398.6282085,0.001878101,0,1311.604999,0,#DIV/0!,#DIV/0!
